home_points_per_game,home_avg_goal_diff,home_avg_shots_on_target,home_avg_possession,home_avg_corners_for,away_points_per_game,away_avg_goals_scored,away_avg_goal_diff,away_avg_shots_per_game,away_avg_possession,away_avg_corners_for,target_result
0.23494400715401273,0.014310579320758627,-0.18465829598391084,-0.3955538655863019,0.24978900246372907,1.1002479075358975,-0.7255539728334961,0.5810149604822047,-1.2795065379394988,-0.2782908223187624,-1.4964561364326074,HomeWin
1.1228374457572348,0.610306147813138,3.2155598553703704,1.9093237067147086,-1.459483823344682,0.20806785385971083,1.0777001872895033,-0.013932270593486739,1.7418033599593068,3.364134842351379,3.158164622728516,HomeWin
0.23494400715401273,0.610306147813138,1.1754289645578018,2.887150555569683,4.5229710669847565,0.20806785385971083,0.1760731072280036,-0.013932270593486739,0.4977345784715633,0.42217565165626475,-0.22701411120684645,Draw
1.7147664048260487,1.2063017163055174,1.1754289645578018,3.0501216970455123,1.816622426121439,1.695034609986688,2.2798696273715024,1.9692251663254845,1.682561989412271,1.1693398905629606,-1.355407022518634,HomeWin
-0.061020472380394694,-0.3830197996741609,-1.771426766615909,-0.4421170488651115,-1.6019232254953832,-0.08932549736568486,-0.12446925279249643,0.3826992167903075,0.26076909628342193,2.7103661333080193,4.286557534040305,AwayWin
0.5309084866884202,0.4116409583156782,-0.6380207161644819,1.46697346556603,2.386380034724243,0.5054612050851065,0.4766154672485036,0.7793307041741017,-0.5686100913750739,-0.8386640014987841,-1.355407022518634,AwayWin
-0.6529494314492091,-0.3830197996741609,-0.41133950607419606,-2.0252652803445916,-0.7472868125911777,1.1002479075358975,1.0777001872895033,0.7793307041741017,-0.3316446091869325,0.0018957672712484523,0.3371823444490476,AwayWin
-0.6529494314492091,-1.5750109366589196,0.4953853342869454,2.351673947863388,1.5317436218200373,-2.4684723071688492,-1.9277234129154959,-1.6004582201286637,-2.2273684666920652,0.2820823568612593,-1.0733087946906872,HomeWin
-0.061020472380394694,-0.7803501786690804,-2.6781516069770506,-0.9543120649320014,-3.3111960513037944,-0.6841121998164759,-0.7255539728334961,-0.013932270593486739,-0.45012735028100287,-1.8193170650638222,-0.22701411120684645,AwayWin
-2.428736308655653,-2.071673910402569,-1.3747346489579093,-0.046329990995239705,-1.2458247201186305,-0.6841121998164759,-1.176367512864246,-0.608879501669178,-1.546092705401158,-0.628524059306276,-0.6501614529487668,HomeWin
1.1228374457572348,1.2063017163055174,-0.6946910186870531,-0.6749329652591517,-1.2458247201186305,1.992427961212084,1.979327267351003,2.3658566537092787,0.8531828017537757,2.8387849868701083,1.8887225975027553,AwayWin
0.23494400715401273,0.31230836356694835,1.0054180569900877,-1.7226045890323383,-0.1775292039883737,-0.23802217297838252,-0.7255539728334961,-0.013932270593486739,-0.5686100913750739,-1.5741537991725627,-0.6501614529487668,HomeWin
0.6788907264556236,0.014310579320758627,-0.8647019262547672,-1.5479926517368072,1.7454027250460888,-1.1302022266545693,-0.7255539728334961,-1.7987739638205609,-0.035437756451755266,-0.5234540882100219,-0.6501614529487668,Draw
0.6788907264556236,0.610306147813138,-0.014647388416196776,-0.08125237845434592,0.6771072089158319,-1.1302022266545693,0.1760731072280036,-0.608879501669178,-1.2795065379394988,-1.8893637124613247,-1.2848824655616473,Draw
0.6788907264556236,0.014310579320758627,2.3655053175318,0.33781627105492873,-1.459483823344682,0.6541578806978041,-0.27474043280274624,0.28354134494435895,-0.3020239239134146,-0.9087106488962868,-0.22701411120684645,Draw
0.6788907264556236,1.2063017163055174,1.0054180569900877,2.0490132565511336,2.8136982411763456,-0.6841121998164759,-1.6271810528949957,-0.9063531172070237,-1.9015409286833704,-0.3483374697162651,-2.131177149045488,Draw
1.5667841650588457,0.9083039320593277,0.6653962418546595,0.3727386585140349,1.1044254153679347,0.20806785385971083,0.6268866472587534,-0.3114058861313324,0.6754586901126696,2.033248541798827,2.1002962683737154,Draw
