date,season,league,home_team,away_team,target_result,target_home_goals,target_away_goals,home_elo,away_elo,elo_diff,implied_prob_home,implied_prob_draw,implied_prob_away,odds_ratio,raw_odds_home,raw_odds_draw,raw_odds_away,home_games_played,home_wins,home_draws,home_losses,home_points_per_game,home_avg_goals_scored,home_avg_goals_conceded,home_avg_goal_diff,home_goals_scored_first_half_ratio,home_goals_conceded_first_half_ratio,home_avg_xg_scored,home_avg_xg_conceded,home_xg_vs_goals_diff,home_shot_conversion_rate,home_shots_on_target_ratio,home_avg_shots_per_game,home_avg_shots_on_target,home_avg_possession,home_possession_efficiency,home_avg_corners_for,home_corner_efficiency,home_avg_fouls_committed,home_avg_yellows,home_avg_reds,home_cards_first_half_ratio,home_venue_games,home_venue_win_ratio,home_venue_goals_avg,home_venue_conceded_avg,home_clean_sheets_ratio,home_scoring_ratio,home_comeback_ratio,home_lead_loss_ratio,home_form_trend,home_recent_ppg_last3,home_recent_goals_scored_last3,home_recent_goals_conceded_last3,home_recent_clean_sheets_last3,home_draw_ratio_last3,home_recent_ppg_last5,home_recent_goals_scored_last5,home_recent_goals_conceded_last5,home_recent_clean_sheets_last5,home_draw_ratio_last5,home_recent_ppg_last10,home_recent_goals_scored_last10,home_recent_goals_conceded_last10,home_recent_clean_sheets_last10,home_draw_ratio_last10,away_games_played,away_wins,away_draws,away_losses,away_points_per_game,away_avg_goals_scored,away_avg_goals_conceded,away_avg_goal_diff,away_goals_scored_first_half_ratio,away_goals_conceded_first_half_ratio,away_avg_xg_scored,away_avg_xg_conceded,away_xg_vs_goals_diff,away_shot_conversion_rate,away_shots_on_target_ratio,away_avg_shots_per_game,away_avg_shots_on_target,away_avg_possession,away_possession_efficiency,away_avg_corners_for,away_corner_efficiency,away_avg_fouls_committed,away_avg_yellows,away_avg_reds,away_cards_first_half_ratio,away_venue_games,away_venue_win_ratio,away_venue_goals_avg,away_venue_conceded_avg,away_clean_sheets_ratio,away_scoring_ratio,away_comeback_ratio,away_lead_loss_ratio,away_form_trend,away_recent_ppg_last3,away_recent_goals_scored_last3,away_recent_goals_conceded_last3,away_recent_clean_sheets_last3,away_draw_ratio_last3,away_recent_ppg_last5,away_recent_goals_scored_last5,away_recent_goals_conceded_last5,away_recent_clean_sheets_last5,away_draw_ratio_last5,away_recent_ppg_last10,away_recent_goals_scored_last10,away_recent_goals_conceded_last10,away_recent_clean_sheets_last10,away_draw_ratio_last10,diff_ppg,diff_recent_ppg,diff_goals_scored,diff_goals_conceded,diff_xg_scored,diff_shots,diff_possession,diff_form_trend,combined_draw_tendency,match_competitiveness,h2h_home_wins,h2h_away_wins,h2h_draws,h2h_home_goals_avg,h2h_away_goals_avg,h2h_matches_count,days_since_last_match_home,matches_last_7_days_home,days_since_last_match_away,matches_last_7_days_away,is_midweek_match
2019-08-16 19:00:00,2019-to-2020,Spain,Athletic Club Bilbao,FC Barcelona,HomeWin,1,0,1564.6214560101173,1822.9679145506213,-258.34645854050405,0.19517678901316074,0.25347634936774116,0.5513468616190981,0.354,5.0,3.85,1.77,266,107,70,89,1.4699248120300752,1.2969924812030076,1.2293233082706767,0.06766917293233082,0.46632478632478636,0.4577540106951871,0.45939849624060153,0.44627819548872183,0.8375939849624061,0.12212389380530973,0.47398230088495574,10.6203007518797,5.033834586466165,51.97744360902256,2.495298712570519,5.342105263157895,0.24278676988036593,13.454887218045112,2.575187969924812,0.11278195488721804,0.36083916083916084,133,0.5112781954887218,1.5639097744360901,1.0150375939849625,0.29699248120300753,0.7330827067669173,0.03383458646616541,0.018796992481203006,-0.6000000000000001,1.0,1.0,1.3333333333333333,0.0,0.0,1.4,1.0,1.0,0.2,0.2,1.6,1.3,1.4,0.1,0.1,266,200,42,24,2.4135338345864663,2.789473684210526,0.8458646616541353,1.943609022556391,0.412468671679198,0.456,0.6378571428571429,0.42421052631578937,2.151616541353383,0.20605387392391003,0.5281866148292141,13.537593984962406,7.150375939849624,63.68045112781955,4.380423873900466,6.041353383458647,0.46172993154947106,10.330827067669173,1.8120300751879699,0.04887218045112782,0.3656565656565657,133,0.6616541353383458,2.3759398496240602,0.9398496240601504,0.43609022556390975,0.9285714285714286,0.04887218045112782,0.007518796992481203,-0.7666666666666668,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,1.4,0.8,0.6,0.2,2.1,1.7,0.9,0.6,0.3,-0.9436090225563911,-0.6000000000000001,-1.4924812030075185,0.3834586466165414,-0.17845864661654137,-2.917293233082706,-11.703007518796994,0.16666666666666674,0.2,0.9436090225563911,0,3,2,0.2,1.6,5,90,0,89,0,0
2019-08-17 15:00:00,2019-to-2020,Spain,Celta de Vigo,Real Madrid,AwayWin,1,3,1496.482553972912,1684.6126343142334,-188.13008034132145,0.21621621621621623,0.24324324324324326,0.5405405405405406,0.4,4.5,4.0,1.8,266,90,62,114,1.2481203007518797,1.3120300751879699,1.5037593984962405,-0.19172932330827067,0.4341968911917099,0.4336181362497152,0.4540225563909775,0.4861654135338346,0.8580075187969924,0.12473195139385275,0.4778413152251608,10.518796992481203,5.026315789473684,52.96616541353384,2.4771098019731705,4.834586466165414,0.2713841368584759,12.962406015037594,2.575187969924812,0.13157894736842105,0.34305555555555556,133,0.41353383458646614,1.5037593984962405,1.2857142857142858,0.21428571428571427,0.7255639097744361,0.015037593984962405,0.015037593984962405,-0.26666666666666683,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.2,1.2,1.2,0.4,0.6,1.6,1.7,1.5,0.2,0.4,266,183,42,41,2.2218045112781954,2.6240601503759398,1.0639097744360901,1.5601503759398496,0.4824446445244765,0.4704119850187265,0.6145864661654135,0.3990601503759399,2.0094736842105263,0.17454363590897726,0.4918729682420605,15.033834586466165,7.394736842105263,55.669172932330824,4.71366828741221,6.473684210526316,0.40534262485482,11.18421052631579,2.045112781954887,0.10902255639097744,0.3228621291448517,133,0.5939849624060151,2.2481203007518795,1.1954887218045114,0.3308270676691729,0.8947368421052632,0.018796992481203006,0.015037593984962405,-0.3999999999999999,1.0,1.3333333333333333,2.3333333333333335,0.0,0.0,0.8,0.8,1.6,0.2,0.2,1.4,1.4,1.4,0.2,0.2,-0.9736842105263157,0.3999999999999999,-1.3120300751879699,0.4398496240601504,-0.16056390977443596,-4.515037593984962,-2.703007518796987,0.13333333333333308,0.4,0.9736842105263157,0,4,1,1.0,3.6,5,90,0,90,0,0
2019-08-17 17:00:00,2019-to-2020,Spain,Valencia CF,Real Sociedad,Draw,1,1,1636.112265879664,1542.9272071315847,93.1850587480792,0.33152468800868146,0.2805208898534997,0.3879544221378187,0.8545454545454546,2.75,3.25,2.35,266,115,70,81,1.5601503759398496,1.5263157894736843,1.2218045112781954,0.30451127819548873,0.47326892109500807,0.42461139896373057,0.4981578947368421,0.4877067669172933,1.0281578947368422,0.13624161073825503,0.46946308724832214,11.203007518796992,5.2593984962406015,49.81578947368421,3.06391970417327,5.2481203007518795,0.29083094555873923,13.710526315789474,2.774436090225564,0.15789473684210525,0.37051282051282053,133,0.5413533834586466,1.7744360902255638,1.0676691729323309,0.2744360902255639,0.7781954887218046,0.018796992481203006,0.011278195488721804,0.8999999999999999,3.0,3.6666666666666665,1.0,0.3333333333333333,0.0,1.8,2.6,1.4,0.2,0.0,2.1,2.1,1.2,0.2,0.0,266,104,70,92,1.4360902255639099,1.4699248120300752,1.3571428571428572,0.11278195488721804,0.48520408163265305,0.4715635738831615,0.48909774436090236,0.4440977443609022,0.9808270676691728,0.13090056913290926,0.4663542015400067,11.229323308270677,5.2368421052631575,51.67293233082707,2.8446707893779557,5.56390977443609,0.2641891891891892,12.236842105263158,2.225563909774436,0.09022556390977443,0.3344155844155844,133,0.3007518796992481,1.2105263157894737,1.5488721804511278,0.2706766917293233,0.7368421052631579,0.018796992481203006,0.03759398496240601,0.6000000000000001,2.0,1.3333333333333333,1.0,0.3333333333333333,0.0,1.8,1.2,1.0,0.2,0.0,1.4,1.2,1.3,0.1,0.2,0.12406015037593976,0.0,0.0563909774436091,-0.13533834586466176,0.009060150375939713,-0.02631578947368496,-1.857142857142854,0.2999999999999998,0.0,0.12406015037593976,3,1,1,1.6,1.2,5,91,0,91,0,0
2019-08-17 18:00:00,2019-to-2020,Spain,RCD Mallorca,SD Eibar,HomeWin,2,1,1430.6385384686575,1534.9901717869734,-104.35163331831586,0.3278994402435431,0.30708042816458797,0.3650201315918688,0.8983050847457626,2.95,3.15,2.65,38,9,9,20,0.9473684210526315,1.131578947368421,1.894736842105263,-0.7631578947368421,0.48214285714285715,0.4161616161616162,0.0,0.0,1.131578947368421,0.08793456032719836,0.4498977505112474,12.868421052631579,5.7894736842105265,43.26315789473684,2.6155717761557176,5.894736842105263,0.19196428571428573,15.526315789473685,2.710526315789474,0.21052631578947367,0.4774774774774775,19,0.3684210526315789,1.368421052631579,1.5789473684210527,0.13157894736842105,0.7368421052631579,0.0,0.10526315789473684,1.1333333333333335,2.3333333333333335,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.6,1.4,1.0,0.4,0.4,1.2,1.3,1.7,0.3,0.3,190,60,50,80,1.2105263157894737,1.2052631578947368,1.4052631578947368,-0.2,0.4455380577427821,0.48804597701149416,0.7661578947368423,0.573421052631579,0.43910526315789455,0.11701584057230455,0.46090955544200307,10.3,4.747368421052632,49.3421052631579,2.4426666666666668,5.057894736842106,0.23829344432882413,13.742105263157894,2.4789473684210526,0.11052631578947368,0.3353658536585366,95,0.21052631578947367,1.0210526315789474,1.631578947368421,0.23684210526315788,0.6684210526315789,0.02631578947368421,0.015789473684210527,0.1333333333333333,1.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.4,0.8,1.0,0.4,0.2,1.2,1.0,1.2,0.2,0.3,-0.26315789473684215,0.20000000000000018,-0.0736842105263158,0.4894736842105263,-0.7661578947368423,2.568421052631578,-6.078947368421055,1.0000000000000002,0.30000000000000004,0.26315789473684215,0,0,0,0.0,0.0,0,2267,0,90,0,0
2019-08-17 19:00:00,2019-to-2020,Spain,Leganés,CA Osasuna,AwayWin,0,1,1493.0076943697677,1368.078363483138,124.92933088662971,0.4719509032759962,0.2976921082202438,0.23035698850376002,2.048780487804878,2.05,3.25,4.2,114,31,30,53,1.0789473684210527,0.9385964912280702,1.3070175438596492,-0.3684210526315789,0.34057971014492755,0.4350427350427351,0.98,1.0458771929824562,-0.041403508771929776,0.09385964912280702,0.44912280701754387,10.0,4.491228070175438,43.3421052631579,2.16555353167375,3.8947368421052633,0.240990990990991,15.342105263157896,2.736842105263158,0.10526315789473684,0.3117283950617284,57,0.3684210526315789,1.0526315789473684,1.0175438596491229,0.3157894736842105,0.6052631578947368,0.017543859649122806,0.008771929824561403,-0.19999999999999996,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,0.8,0.8,1.0,0.4,0.2,1.2,1.0,0.9,0.4,0.3,114,24,28,62,0.8771929824561403,0.9210526315789473,1.8070175438596492,-0.8859649122807017,0.47584541062801927,0.40638409209837784,0.23921052631578946,0.2824561403508772,0.6818421052631579,0.0822884012539185,0.44122257053291536,11.192982456140351,4.93859649122807,45.58771929824562,2.0203963825283817,4.868421052631579,0.1891891891891892,13.929824561403509,2.6666666666666665,0.18421052631578946,0.3630769230769231,57,0.15789473684210525,0.8245614035087719,2.245614035087719,0.20175438596491227,0.6052631578947368,0.008771929824561403,0.02631578947368421,-0.10000000000000009,1.0,1.0,3.3333333333333335,0.0,0.0,0.8,1.2,3.8,0.0,0.2,1.1,1.2,2.7,0.1,0.2,0.20175438596491235,0.0,0.01754385964912286,-0.5,0.7407894736842106,-1.192982456140351,-2.245614035087719,-0.09999999999999987,0.2,0.20175438596491235,1,1,0,1.5,1.0,2,91,0,819,0,0
2019-08-17 19:00:00,2019-to-2020,Spain,Villarreal,Granada CF,Draw,4,4,1560.7723734808567,1348.4358631785856,212.3365103022711,0.615349552732038,0.2415246994473249,0.14312574782063697,4.2993630573248405,1.57,4.0,6.75,228,98,61,69,1.5570175438596492,1.3771929824561404,1.1008771929824561,0.27631578947368424,0.4014056224899598,0.3975056689342404,0.5582017543859649,0.6003508771929824,0.8189912280701755,0.13771929824561405,0.4925438596491228,10.0,4.925438596491228,47.39912280701754,2.905524197279541,4.947368421052632,0.2783687943262411,13.653508771929825,2.5701754385964914,0.10087719298245613,0.3530377668308703,114,0.5263157894736842,1.6578947368421053,1.0175438596491229,0.35526315789473684,0.7280701754385965,0.03070175438596491,0.03070175438596491,-0.16666666666666674,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.6,1.4,1.2,0.4,0.4,1.5,1.7,1.6,0.3,0.3,190,44,45,101,0.9315789473684211,0.9157894736842105,1.7105263157894737,-0.7947368421052632,0.44621848739495795,0.38608994708994704,0.13694736842105265,0.2002105263157895,0.7788421052631578,0.09339774557165861,0.44605475040257647,9.805263157894737,4.373684210526315,46.626315789473686,1.9641043007111412,4.705263157894737,0.19463087248322147,14.2,3.0157894736842104,0.16842105263157894,0.32231404958677684,95,0.17894736842105263,0.8315789473684211,2.126315789473684,0.21052631578947367,0.6263157894736842,0.005263157894736842,0.021052631578947368,-0.1,0.0,0.6666666666666666,2.6666666666666665,0.0,0.0,0.0,0.6,2.4,0.0,0.0,0.1,0.5,2.4,0.1,0.1,0.6254385964912281,1.6,0.4614035087719299,-0.6096491228070176,0.4212543859649122,0.19473684210526265,0.7728070175438546,-0.06666666666666674,0.2,0.6254385964912281,4,0,1,1.8,0.4,5,91,0,820,0,0
2019-08-18 15:00:00,2019-to-2020,Spain,Deportivo Alavés,Levante UD,HomeWin,1,0,1520.034535157082,1497.7707360720703,22.26379908501167,0.4213293278257604,0.2936537739391663,0.2850168982350732,1.4782608695652175,2.3,3.3,3.4,114,42,26,46,1.3333333333333333,1.0526315789473684,1.2543859649122806,-0.20175438596491227,0.40199999999999997,0.39024390243902435,0.8914912280701754,1.1085087719298246,0.16114035087719292,0.1092896174863388,0.4435336976320583,9.631578947368421,4.271929824561403,42.3421052631579,2.4860161591050343,3.692982456140351,0.2850356294536817,14.649122807017545,2.8596491228070176,0.08771929824561403,0.3541666666666667,57,0.40350877192982454,1.0350877192982457,1.105263157894737,0.2807017543859649,0.6578947368421053,0.02631578947368421,0.017543859649122806,0.4,1.0,1.0,1.6666666666666667,0.0,0.0,0.8,0.8,1.6,0.0,0.2,0.6,0.8,1.9,0.0,0.3,228,63,64,101,1.1096491228070176,1.0921052631578947,1.5833333333333333,-0.49122807017543857,0.37835648148148143,0.43279346622369885,0.3821052631578949,0.5230263157894737,0.7099999999999997,0.11474654377880185,0.45299539170506914,9.517543859649123,4.31140350877193,43.14035087719298,2.5315168767791785,4.5394736842105265,0.24057971014492754,14.578947368421053,2.9780701754385963,0.17105263157894737,0.3579387186629526,114,0.19298245614035087,0.9035087719298246,1.763157894736842,0.24561403508771928,0.631578947368421,0.013157894736842105,0.008771929824561403,1.0333333333333334,2.3333333333333335,2.6666666666666665,1.3333333333333333,0.0,0.3333333333333333,2.0,2.4,1.0,0.2,0.2,1.3,2.1,1.7,0.1,0.4,0.2236842105263157,-1.2,-0.03947368421052633,-0.32894736842105265,0.5093859649122805,0.11403508771929793,-0.798245614035082,-0.6333333333333334,0.2,0.2236842105263157,3,1,0,1.5,0.5,4,91,0,92,0,0
2019-08-18 17:00:00,2019-to-2020,Spain,RCD Espanyol,Sevilla FC,AwayWin,0,2,1566.5247323202066,1585.451915354675,-18.9271830344685,0.32183908045977005,0.2758620689655172,0.40229885057471265,0.7999999999999999,3.0,3.5,2.4,266,88,72,106,1.263157894736842,1.1428571428571428,1.3909774436090225,-0.24812030075187969,0.44613259668508287,0.45503472222222224,0.4290977443609023,0.5115413533834586,0.7137593984962405,0.12179487179487179,0.4831730769230769,9.38345864661654,4.533834586466165,45.69172932330827,2.5012341615928912,4.507518796992481,0.2535446205170976,15.266917293233083,2.8345864661654137,0.13157894736842105,0.34474017743979724,133,0.42857142857142855,1.2706766917293233,1.1954887218045114,0.2781954887218045,0.6804511278195489,0.015037593984962405,0.02631578947368421,1.1,3.0,2.3333333333333335,0.0,1.0,0.0,2.2,1.8,0.4,0.6,0.4,1.9,1.6,0.9,0.3,0.4,266,124,58,84,1.6165413533834587,1.612781954887218,1.3345864661654134,0.2781954887218045,0.42034428794992174,0.41952380952380947,0.5267293233082707,0.47229323308270676,1.0860526315789474,0.1368421052631579,0.47719298245614034,11.785714285714286,5.62406015037594,51.37218045112782,3.1394072447859496,5.7819548872180455,0.2789336801040312,14.586466165413533,2.8345864661654137,0.16917293233082706,0.36295369211514394,133,0.2706766917293233,1.2255639097744362,1.6616541353383458,0.30451127819548873,0.8007518796992481,0.03007518796992481,0.011278195488721804,-0.26666666666666683,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.4,1.6,1.0,0.4,0.2,1.6,1.5,1.1,0.4,0.1,-0.3533834586466167,0.8000000000000003,-0.4699248120300752,0.0563909774436091,-0.0976315789473684,-2.4022556390977456,-5.680451127819545,1.366666666666667,0.30000000000000004,0.3533834586466167,1,3,1,1.0,1.6,5,92,0,92,0,0
2019-08-18 19:00:00,2019-to-2020,Spain,Real Betis,Real Valladolid,AwayWin,1,2,1530.728334711899,1461.080296810733,69.64803790116594,0.5895825637236792,0.25600295530107126,0.15441448097524932,3.8181818181818183,1.65,3.8,6.3,228,75,50,103,1.206140350877193,1.1929824561403508,1.5921052631578947,-0.3991228070175439,0.3709375,0.427639751552795,0.5426754385964913,0.5450438596491228,0.6503070175438596,0.11235026848409747,0.47831474597273854,10.618421052631579,5.078947368421052,52.0,2.2941970310391366,4.631578947368421,0.25757575757575757,13.162280701754385,2.75,0.13157894736842105,0.3059360730593607,114,0.38596491228070173,1.280701754385965,1.3421052631578947,0.29385964912280704,0.7017543859649122,0.013157894736842105,0.02631578947368421,0.8999999999999999,2.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.4,1.0,1.4,0.2,0.2,1.1,1.2,1.6,0.1,0.2,114,28,36,50,1.0526315789473684,1.043859649122807,1.4824561403508771,-0.43859649122807015,0.45454545454545453,0.4890873015873016,0.4206140350877193,0.4900877192982456,0.6232456140350877,0.10521662245800177,0.46949602122015915,9.921052631578947,4.657894736842105,47.666666666666664,2.189915347810085,4.947368421052632,0.21099290780141844,13.236842105263158,2.412280701754386,0.043859649122807015,0.37857142857142856,57,0.17543859649122806,0.9473684210526315,1.7543859649122806,0.2631578947368421,0.6754385964912281,0.017543859649122806,0.02631578947368421,0.8,2.0,1.0,1.0,0.3333333333333333,0.0,1.8,0.8,0.8,0.4,0.0,1.2,0.9,1.2,0.2,0.3,0.1535087719298247,-0.40000000000000013,0.14912280701754388,0.10964912280701755,0.12206140350877198,0.6973684210526319,4.333333333333336,0.09999999999999987,0.1,0.1535087719298247,2,1,2,1.2,0.8,5,91,0,92,0,0
2019-08-18 20:00:00,2019-to-2020,Spain,Atlético Madrid,Getafe CF,HomeWin,1,0,1724.8897462934872,1578.3493984522895,146.54034784119767,0.6604639945085016,0.2181757465005612,0.12136025899093718,5.442176870748299,1.47,4.45,8.0,266,170,55,41,2.1240601503759398,1.7105263157894737,0.6842105263157895,1.0263157894736843,0.427647314633616,0.36666666666666664,0.4849248120300752,0.44567669172932334,1.2256015037593984,0.1547092825569534,0.495409724583475,11.056390977443609,5.477443609022556,48.49624060150376,3.527131782945737,5.582706766917293,0.3063973063973064,13.406015037593985,2.5526315789473686,0.10902255639097744,0.3361581920903955,133,0.7443609022556391,2.0150375939849625,0.5413533834586466,0.5488721804511278,0.8233082706766918,0.015037593984962405,0.007518796992481203,-1.3333333333333335,0.6666666666666666,1.0,2.0,0.0,0.6666666666666666,1.6,1.4,1.6,0.2,0.4,2.0,1.6,1.0,0.5,0.2,228,73,57,98,1.2105263157894737,1.043859649122807,1.3596491228070176,-0.3157894736842105,0.3695402298850574,0.4577768385460693,0.3763596491228069,0.3904824561403508,0.6675,0.10759493670886076,0.4805605786618445,9.701754385964913,4.662280701754386,44.530701754385966,2.3441347385009355,4.87280701754386,0.21422142214221424,15.171052631578947,3.074561403508772,0.17105263157894737,0.35945945945945945,114,0.22807017543859648,0.8771929824561403,1.7105263157894737,0.25877192982456143,0.6359649122807017,0.02631578947368421,0.008771929824561403,0.033333333333333215,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.2,0.4,0.4,1.3,1.2,1.1,0.4,0.4,0.9135338345864661,0.6000000000000001,0.6666666666666667,-0.6754385964912281,0.10856516290726831,1.3546365914786964,3.9655388471177915,-1.3666666666666667,0.4,0.9135338345864661,5,0,0,1.6,0.0,5,92,0,92,0,0
