iter	Passed	Remaining
0	118	11688
1	187	9176
2	240	7764
3	282	6774
4	337	6404
5	415	6503
6	526	6993
7	579	6659
8	628	6351
9	693	6245
10	772	6253
11	852	6248
12	945	6329
13	997	6129
14	1051	5957
15	1102	5789
16	1159	5661
17	1219	5556
18	1270	5416
19	1328	5315
20	1387	5219
21	1454	5156
22	1509	5052
23	1567	4963
24	1630	4890
25	1707	4860
26	1777	4806
27	1842	4738
28	1926	4716
29	1983	4627
30	2069	4606
31	2130	4527
32	2217	4501
33	2281	4427
34	2359	4381
35	2435	4330
36	2513	4279
37	2581	4211
38	2639	4127
39	2690	4036
40	2754	3964
41	2812	3884
42	2892	3833
43	2959	3766
44	3047	3725
45	3103	3643
46	3231	3644
47	3305	3581
48	3419	3558
49	3509	3509
50	3591	3450
51	3681	3397
52	3741	3318
53	3800	3237
54	3878	3173
55	3944	3099
56	4030	3040
57	4108	2974
58	4180	2905
59	4273	2848
60	4333	2770
61	4405	2700
62	4484	2633
63	4578	2575
64	4656	2507
65	4728	2435
66	4795	2361
67	4864	2289
68	4953	2225
69	5023	2153
70	5079	2074
71	5139	1998
72	5218	1930
73	5275	1853
74	5342	1780
75	5411	1709
76	5482	1637
77	5533	1560
78	5606	1490
79	5718	1429
80	5823	1365
81	5918	1299
82	6003	1229
83	6114	1164
84	6180	1090
85	6258	1018
86	6410	957
87	6484	884
88	6564	811
89	6629	736
90	6684	661
91	6761	587
92	6841	514
93	6921	441
94	6981	367
95	7046	293
96	7128	220
97	7194	146
98	7255	73
99	7308	0
