PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,target_result
1.538986020352313,-3.0233399957271967,-4.6938456038984615,4.359185399518238,1.8635598115741179,3.2671325615406563,-0.8801408850231746,3.1467800726976023,-1.7930331061463178,-2.541830102833305,-0.29168094155493973,1.8748476530577287,-1.3408511433824413,-2.302317378241964,1.590510984837522,0.7740888411354365,0.13895354261866147,2.3889664273092484,-0.671215321560048,0.0777536928803676,-0.5128032551396331,-0.6760950721095953,0.7209709384755862,-0.29534225134425485,0.27581753232260486,0.015129095655334133,-0.0003349192013573641,0.004196213151683722,-8.70041672968236e-15,-3.006279155073825e-14,4.2840947248780435e-14,-1.196017450000524e-14,HomeWin
8.695773579622598,-4.648650832783042,-5.000846287920772,4.844541372466071,-2.7585259540111244,3.198586907504255,-1.3298598361009857,2.825509108111913,0.5875158223918762,-1.8218207452467399,-1.230272335743527,0.3868360398671534,-1.658332600551141,2.2739710510793185,2.208756979884688,0.9468138296372645,-1.4684569033919035,3.593119863685289,1.1733264946294966,-2.6420820107353435,-0.6658929203755366,0.6679584921291573,3.2409474256695585,0.06520815800287065,0.15272066645977225,0.010144591409691402,-0.010006552346747152,0.0036287511477846777,4.537965941483606e-15,-3.690053280240662e-14,4.6043217307639055e-14,-1.303869001516665e-14,HomeWin
-0.5060187718357658,6.008027758980746,-3.8757506041605017,4.716721396112678,-0.959176357648476,-0.29665775906846936,3.5333779999105617,-0.08472588508745803,1.015236544562462,-0.6309878217402057,-1.2011577492015226,-0.360484600672968,-0.27919243070508765,2.8235302146246495,-1.7093159771911954,-0.0805518541848558,1.343569987030733,0.5179282473415037,-2.005638038527086,-1.9031059886891666,0.35263897856791016,-0.7307001038643336,0.27779020786546,0.12472295540276425,0.047577549521509034,-0.022395442128439108,-0.04169179091648464,-0.0042560290699432506,1.1702963797254895e-14,2.0712085935139785e-14,-2.913621472003408e-14,8.855957286358536e-15,AwayWin
6.012971114030754,9.782367788253328,-3.641353088816168,0.8651963220458047,0.5446833110975579,3.792316810100925,3.8932501131489263,-5.198896872171825,-2.037531885234203,-0.3992399929232695,-1.401747487637797,-0.7836364558558395,2.2286357837170696,4.912099193773075,1.1900883215953315,-0.4465080683446805,1.5445761621572243,-1.0826662341994464,-1.1233385899820525,0.2671890993927416,-1.688963734305264,2.1506048950018806,-0.890596059217197,0.05746102970662258,-0.0441538167923626,-0.036724609590148755,-0.04914303900244007,0.006778820657350875,-1.7444413609733212e-14,5.255879263093953e-14,-7.155282592511497e-14,2.464905890761853e-14,HomeWin
-14.923364887946583,0.22332313372151408,-2.8202150275960527,-4.757136867503179,0.2063135721553967,-2.0728554583809222,3.9837964948895115,3.3899194430423862,-4.313940984229859,1.864714504929272,-1.6401048365203803,-0.7795838102628309,-1.4294220060002831,1.6942610209588507,0.15908233339644873,-4.40880191852815,-1.4199101915398296,-1.6822934899087394,0.539757051421282,-0.12499151532354014,5.114862338746344,1.9111433699590874,-0.1888963934498841,0.1476259086587903,-0.09792410620144114,0.0008965583533021618,-0.007167007775133415,-0.014255905484588556,2.1116853438227677e-14,-6.7974894977645394e-15,-1.848930938066919e-15,-1.0426935016255101e-14,Draw
-5.313029517643222,-1.4736658313403705,-3.7081968944438426,-0.9143192879957095,-3.1335572135839294,-0.4036016614868414,1.5436764970285268,5.723372038649115,-2.5557574625825605,0.003770902713426627,0.14489480614134725,-1.2553311294706773,0.6359586518746608,-0.6330849377850927,-0.6600866345053806,-0.6194441295510222,-2.1106466735918015,-1.3660006252750467,0.25997274044720853,0.4135842465308708,0.7476142632329026,0.5404809118054358,0.8040024623663722,0.04484557051287816,-0.07096744108761853,-8.943174076478017e-05,0.014982934961793553,-0.0026201971847352244,4.134115398109028e-16,-9.947285887826621e-15,9.87056777653899e-15,-4.9669223610042896e-15,AwayWin
3.653181088670431,6.407009640905861,-3.783245738632722,1.1604778884016747,-2.963582453668947,0.4793029437772695,1.1118161830166122,-0.3878930330762051,-2.6152891636262714,-0.6651197182033177,-0.8538238478174871,-1.1798504833246246,0.1900182542583305,3.094128676923781,0.36600470312916433,2.8990007664907194,0.1809011629184836,-0.0022963188387882943,0.07906217952424563,0.7839023832308497,-0.08231203091645556,0.6314460766349166,-0.757137076582052,0.056475738766357496,0.04928924557245983,-0.0007991796439986286,-0.014893015917079866,-0.00653597403314014,-6.6276313113477465e-15,1.1031201072169725e-14,-1.3719632131583669e-14,6.160841152221519e-15,Draw
4.1222294019927,-2.408618036111285,-3.5531317911407836,-1.7150035720465926,-1.6627167707276491,3.1181787235603893,-2.3352954001512196,0.14310257587338418,0.18818708889035787,-2.879366886356243,-1.7721296272541975,-1.5005098261218885,-1.1440082508513967,-1.6976672320921418,2.526072830278476,-1.3116455158297662,3.832249677458465,1.5424766177189648,0.8422104278858752,0.32143103000275447,-1.0464047229839508,0.1924154114187921,-0.2735022334560222,-0.22218402854700353,-0.3937050189848328,0.14422433280382949,-0.0004322013355802638,0.02978844453011736,-5.7362073576295336e-15,-3.9324610167456016e-14,5.037373847335093e-14,-1.3018511022725698e-14,HomeWin
-0.741533960239618,0.7264472802945561,-4.211261519991517,5.436536017671853,-4.783910431808876,-1.323594958718551,2.8338866921816477,3.6889405544144123,0.4584364746905131,-1.1207856441823252,1.2594411695494039,0.9276636808993881,-0.3598685849701069,1.327646839320108,-0.9298143116223689,2.106786417294992,-1.497975151746659,-2.6954259624799604,-0.27498812565949904,-0.37291904221400196,-0.3973059786303903,-0.21313367925535368,-0.668211488806712,-0.07263380701876564,-0.6731231125796356,-0.004766074479604917,-0.01060108684049563,-0.00592944303782604,-2.2349458445533838e-14,6.902023904197046e-14,-9.20553358946389e-14,2.8951615645908535e-14,Draw
-3.6326575437759203,7.617619738828289,-3.2522552098554702,-2.022277365631811,2.4350824806109292,-0.5812608124703093,2.2269324198299194,0.7503123979043627,-3.5258700605956577,-0.3666183262892607,-1.8861311063454949,-2.6573318505252805,1.0560155220273666,1.4101384829038917,-0.01648180781999141,-2.5436560711587957,1.8442363833946254,0.8116169732535511,-0.22045494533614912,0.4505542937842143,0.5669277602377721,1.103423164204211,0.19569486025779664,0.09231617713992817,0.23532466200507549,-0.023427026148388416,-0.01595593610179814,-0.0018440778714497472,6.0927396536823125e-15,-6.3609940270494655e-15,3.5208762209946026e-15,-2.049864608212825e-15,Draw
