iter	Passed	Remaining
0	165	16428
1	283	13907
2	388	12551
3	479	11517
4	555	10560
5	650	10185
6	740	9844
7	808	9302
8	890	9003
9	970	8730
10	1042	8434
11	1141	8370
12	1231	8244
13	1308	8038
14	1391	7886
15	1446	7592
16	1536	7503
17	1695	7722
18	1757	7493
19	1822	7289
20	1860	6997
21	1929	6839
22	2032	6804
23	2114	6696
24	2166	6498
25	2230	6348
26	2328	6294
27	2388	6141
28	2449	5995
29	2513	5863
30	2582	5747
31	2653	5637
32	2707	5497
33	2760	5358
34	2820	5237
35	2888	5134
36	2944	5013
37	2992	4882
38	3053	4776
39	3118	4677
40	3168	4559
41	3208	4430
42	3258	4319
43	3318	4223
44	3403	4159
45	3464	4067
46	3513	3961
47	3563	3860
48	3622	3770
49	3689	3689
50	3759	3612
51	3823	3529
52	3899	3457
53	3961	3374
54	4103	3357
55	4203	3303
56	4270	3221
57	4349	3149
58	4412	3066
59	4514	3009
60	4583	2930
61	4660	2856
62	4736	2781
63	4810	2706
64	4889	2632
65	4966	2558
66	5020	2472
67	5067	2384
68	5120	2300
69	5173	2217
70	5247	2143
71	5310	2065
72	5389	1993
73	5448	1914
74	5515	1838
75	5568	1758
76	5611	1676
77	5719	1613
78	5786	1538
79	5903	1475
80	5958	1397
81	6022	1321
82	6093	1248
83	6140	1169
84	6209	1095
85	6289	1023
86	6347	948
87	6390	871
88	6434	795
89	6496	721
90	6549	647
91	6606	574
92	6656	501
93	6708	428
94	6760	355
95	6813	283
96	6877	212
97	6930	141
98	6981	70
99	7030	0
