iter	Logloss
0	0.6885925747
1	0.6849919425
2	0.6818732066
3	0.6792865973
4	0.6766277644
5	0.6738154146
6	0.6713844058
7	0.6690017878
8	0.6668692985
9	0.6654516794
10	0.6640487242
11	0.6625107916
12	0.660947823
13	0.6593161126
14	0.6582148262
15	0.6569335517
16	0.6557388428
17	0.654995062
18	0.6540293089
19	0.6530886689
20	0.6522425128
21	0.6515291633
22	0.6508468784
23	0.6498899029
24	0.648895759
25	0.6480392834
26	0.6473379878
27	0.6464542458
28	0.6456356561
29	0.6451873221
30	0.6445648795
31	0.6437671542
32	0.6430852126
33	0.6425003107
34	0.6416657491
35	0.6413247095
36	0.6407661914
37	0.6403042868
38	0.6398037319
39	0.6391169948
40	0.6387532974
41	0.638191748
42	0.6377917028
43	0.637181434
44	0.636594546
45	0.6360785441
46	0.6354737093
47	0.6350931059
48	0.6346641183
49	0.6342488457
50	0.6336565204
51	0.6332330257
52	0.6327441663
53	0.6321579442
54	0.6317643715
55	0.6313983282
56	0.6307805947
57	0.6302739161
58	0.6297740337
59	0.6292226322
60	0.6288055773
61	0.6283642847
62	0.6279572257
63	0.6275662518
64	0.6271787834
65	0.6265990451
66	0.6262818782
67	0.6258390912
68	0.6255161272
69	0.625040502
70	0.6247058477
71	0.6243469319
72	0.6239760752
73	0.6234741798
74	0.6230093897
75	0.6227260647
76	0.6223100808
77	0.6218885763
78	0.621490424
79	0.6211379326
80	0.6205469756
81	0.6201300124
82	0.6197209643
83	0.6192474065
84	0.6189252434
85	0.6185920603
86	0.6182388779
87	0.6176711498
88	0.6171588559
89	0.6169303208
90	0.6165337258
91	0.6160815567
92	0.6157384172
93	0.6152409923
94	0.6147009772
95	0.614290484
96	0.6140434288
97	0.6136855058
98	0.6133080423
99	0.6129082186
100	0.6126245628
101	0.6123367987
102	0.6119323844
103	0.6116245898
104	0.6113200995
105	0.6109510704
106	0.6105426338
107	0.6101822618
108	0.6098225482
109	0.6092651494
110	0.6089794015
111	0.6086548234
112	0.6083103515
113	0.6079692639
114	0.6076070859
115	0.6071940651
116	0.6067007711
117	0.606209163
118	0.6058352582
119	0.6053222502
120	0.6048706969
121	0.6045054495
122	0.6039850779
123	0.6034395545
124	0.603082228
125	0.6025006605
126	0.6022118292
127	0.6020107881
128	0.6017041967
129	0.6012278636
130	0.6005608125
131	0.6001663058
132	0.5996651559
133	0.5994106795
134	0.5990924258
135	0.5988169845
136	0.5984950637
137	0.59810149
138	0.5978478036
139	0.5975586318
140	0.5971411394
141	0.5970457122
142	0.5964598496
143	0.5961879813
144	0.5960054459
145	0.5956247617
146	0.5952182338
147	0.5948437673
148	0.5944878694
149	0.5941758951
150	0.5937363904
151	0.5934369846
152	0.5932507236
153	0.5928329397
154	0.5923185243
155	0.5920186143
156	0.5915356529
157	0.5912208806
158	0.5909746998
159	0.5907840167
160	0.5902202877
161	0.5899310477
162	0.5895670906
163	0.5891666052
164	0.5887156224
165	0.5881918056
166	0.5878184815
167	0.5872813522
168	0.5867580885
169	0.5864568314
170	0.5860430792
171	0.5856611572
172	0.5852611165
173	0.5847388137
174	0.5842125412
175	0.5838779761
176	0.5833116604
177	0.5827548732
178	0.5824851097
179	0.5821499245
180	0.58166532
181	0.581192857
182	0.5807590422
183	0.5802740017
184	0.5798040855
185	0.5793829067
186	0.578694381
187	0.5782035143
188	0.5777009021
189	0.5773758647
190	0.5769356272
191	0.5764367913
192	0.5760468757
193	0.5756809565
194	0.5753243367
195	0.5749282721
196	0.5745554052
197	0.5740910667
198	0.5736613219
199	0.5730387157
