timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1188653400,Sep 01 2007 - 1:30pm,complete,N/A,Hertha BSC,Wolfsburg,Jochen Drees,4,3.00,3.00,1.76,1.59,2,1,3,1,1,0,"38,88","61",-1,-1,0,0,2,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,4.00,100,100,100,100,0,0,100,100,100,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Olympiastadion Berlin (Berlin)
1188653400,Sep 01 2007 - 1:30pm,complete,N/A,Werder Bremen,Eintracht Frankfurt,N/A,4,0.00,1.00,2.29,1.06,2,1,3,1,1,0,"35,79","85",-1,-1,1,0,1,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,4.00,50,100,100,100,0,0,50,100,100,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,wohninvest WESERSTADION (Bremen)
1188745200,Sep 02 2007 - 3:00pm,complete,N/A,Karlsruher SC,Stuttgart,Markus Merk,4,0.00,0.00,1.41,0.82,1,0,1,0,0,0,"54","",-1,-1,2,0,2,0,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.50,100,100,100,50,0,0,100,100,100,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Wildparkstadion (Karlsruhe)
1188745200,Sep 02 2007 - 3:00pm,complete,N/A,Hamburger SV,Bayern München,Florian Meyer,4,3.00,3.00,1.88,2.06,1,1,2,0,0,0,"87","70",-1,-1,4,0,3,0,1,3,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.50,0,50,50,50,0,0,50,50,100,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Volksparkstadion (Hamburg)
1189794600,Sep 14 2007 - 6:30pm,complete,N/A,Borussia Dortmund,Werder Bremen,Peter Sippel,5,1.50,2.00,1.53,1.59,3,0,3,3,3,0,"22,29,32","",-1,-1,2,0,4,1,1,1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.00,50,75,75,50,0,25,75,75,100,0.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Signal-Iduna-Park (Dortmund)
1189863000,Sep 15 2007 - 1:30pm,complete,N/A,Eintracht Frankfurt,Hamburger SV,Manuel Gräfe,5,3.00,1.50,1.65,1.29,2,1,3,1,1,0,"8,87","82",-1,-1,1,0,4,0,0,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,1.50,25,25,25,0,0,0,100,25,25,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Deutsche Bank Park (Frankfurt am Main)
1189863000,Sep 15 2007 - 1:30pm,complete,N/A,Arminia Bielefeld,Hansa Rostock,Felix Brych,5,2.00,0.00,1.47,0.65,4,2,6,1,1,0,"31,50,55,59","47,63",-1,-1,0,0,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.50,25,75,50,25,0,0,50,75,75,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,SchücoArena (Bielefeld)
1189863000,Sep 15 2007 - 1:30pm,complete,N/A,Nürnberg,Hannover 96,Markus Schmidt,5,0.00,1.50,1.29,1.18,2,2,4,2,0,2,"60,89","12,39",-1,-1,1,0,1,1,0,1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.25,25,75,50,0,0,0,75,50,100,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Max-Morlock-Stadion (Nürnberg)
1189863000,Sep 15 2007 - 1:30pm,complete,N/A,Bayer Leverkusen,Bochum,Markus Merk,5,2.00,1.50,1.82,1.00,2,0,2,0,0,0,"62,88","",-1,-1,2,0,2,1,0,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.75,50,75,75,25,25,75,75,25,50,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,BayArena (Leverkusen)
1189863000,Sep 15 2007 - 1:30pm,complete,N/A,Bayern München,Schalke 04,N/A,5,3.00,1.00,2.41,1.76,1,1,2,1,0,1,"54","36",-1,-1,1,0,1,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.00,50,100,75,25,0,0,100,75,100,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Allianz Arena (München)
