,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32
away_recent_avg_goals,0.193061613132286,0.2198392207591558,0.002398307161658263,-0.1132881744422708,0.21585852279678117,0.03208706296527597,-0.20614305755283915,-0.09730064501237144,-0.2706693516058181,-0.14440793005871758,0.15142876150120416,-0.04063782380947711,0.17795719758656245,0.22733313206871053,0.3665141706105546,-0.08415129814619264,0.043730656365333055,-0.3171291520034313,0.06673794698267882,-0.020071884866204263,0.07017369049351133,-0.3051166711479805,0.09374355254027877,0.0004401772015517676,-0.002239617284995271,0.002283869218490216,-0.00039498561784303697,0.0016296064832681196,-0.4398703076906927,-0.20052225882989655,-0.0766986573599022,0.06907092561962487
away_recent_avg_conceded,-0.16504023871786763,-0.17099934536728703,0.0110089952184515,-0.24926792201149894,0.3152120486511923,-0.02947766116256921,-0.009396960906627175,0.17558579515054418,-0.054514564237291514,0.2965511560548044,-0.2902767620250157,0.0814449186316263,-0.1981373609991483,0.29930325496655485,0.2623085712181434,-0.013592053412412238,0.06556616601714502,-0.2593270336850845,0.004050273672321549,0.1278345866410406,-0.12043110042397079,-0.24110056655850823,0.0911410022213395,0.0008881421733528078,0.00037564737623526083,0.0012902879895530825,-0.00035102061877081937,0.0016390623268832429,0.39957073264563026,0.18215102149781237,0.0696717604675966,-0.06274285822845878
away_recent_avg_goal_diff,0.22777747400860346,0.2491556900342042,-0.005048618294667215,0.07513915833434627,-0.04680301694473536,0.039092238145243416,-0.1312328638772814,-0.1705434065263149,-0.14686750084238948,-0.2748022011216364,0.2756796756669727,-0.07612099647763167,0.23771286317373394,-0.029585366722641872,0.08516385660717078,-0.04768611578148895,-0.010511895535437923,-0.0541654169857492,0.04187796601529268,-0.09044828006086367,0.1192551315002829,-0.057183222692412584,0.0072737420763270486,-0.00024346025888426185,-0.0017139685073620681,0.0007383535451776936,-5.055502573120653e-05,9.344699544593278e-05,0.6623452162199718,0.3019411780233101,0.11549083424051,-0.1040051950863074
away_avg_shots,0.17209329895437597,0.16848930623630443,0.015388981742832826,-0.13346238030174207,0.08717278229438061,-0.3891671792474759,0.3007875568009893,0.279834529924093,0.12334322274353772,-0.17530961332925177,0.0769369175774676,0.017547125042778004,-0.08535029398605708,-0.05747267809437204,0.015768626256211105,-0.04172475487156936,-0.12394050415058293,-0.06535808661673839,-0.37520051109043173,-0.022547493883609625,0.046757314696978185,-0.04607749189727356,0.04629787182059527,-0.21326894913914285,-0.56431679376889,0.0025297689931229952,-0.007093284223359973,-0.0007140618408088889,-9.77722677125703e-15,4.619004831396545e-14,-6.310403588560831e-14,1.9205557283408226e-14
away_avg_shots_on_target,0.19164321397351805,0.18937523199405965,0.027435810290598606,-0.26072667070065353,0.09367445717134495,0.012773657619186776,0.3875423562546896,0.13377890542603119,0.2193872025740197,-0.10066665466272198,-0.022304906972470853,-0.27431203960722306,-0.049426264305597045,-0.04840241344460935,0.021963705754803654,-0.04089967380671605,-0.06896655169332626,-0.02930366151338635,-0.24430205068588504,-0.02686850604881563,0.05536223354911653,-0.04618414828589981,0.024172188281927437,0.24906893606542496,0.6377755368228035,-0.0036335537212884494,0.009788966182254107,-0.0001804585585459973,1.0365406449830417e-14,-5.2789370097450217e-14,7.23119480960932e-14,-2.2060044763128062e-14
away_shot_accuracy,0.06517530706503748,0.066722602369904,0.014735882976022411,-0.21932848602680172,0.02442929874561786,0.557391399490115,0.18412561897415416,-0.1646547594381925,0.20379360878625427,0.09598790123133005,-0.15485647091720822,-0.5338947913736184,0.026546364799505204,0.014757233027846399,0.015229603055006391,-0.0037017991202361036,0.07318203488208581,0.05266121246642851,0.17637907896242006,-0.05089463231522425,0.01972035652143453,0.0004177893833496667,0.02308348914743169,-0.1889353928793753,-0.36228020956179235,0.0015750960803169673,-0.006917615672241924,-0.0007010843295781164,-4.438317118340973e-15,3.060464208448632e-14,-4.1282081919558067e-14,1.235166482982386e-14
away_venue_games,0.019029727558411952,-0.012616857661627096,0.49196154453470364,0.06374996414366235,0.005714582833755533,0.020555963834754904,9.75714170545483e-05,0.027534827237815786,-0.02585440449844304,-0.008461713393587054,-0.024910120586031415,-0.002958385598174365,-0.000597568400231889,-0.0003581390339023301,0.00874754187804759,0.00012342584133266925,-0.01003977850020936,-0.0012791666439031062,0.0005310821407681528,-0.0021921581774882876,0.00731940194729668,0.004333407492782965,0.005525541741363826,-0.008970923314586064,-0.009113452826900065,-0.6519479104316847,0.5393725698961478,0.18546148788864883,-1.420738526825005e-14,1.1268763699945339e-14,-2.5618396293225487e-14,-2.192690473634684e-15
away_venue_goals_avg,0.17427842897083612,0.19237430119722312,0.04119123294366905,-0.1495639065210678,0.18892390155021752,-0.010060149446979286,-0.22032932505637234,-0.10735746515991473,0.21263588965339136,0.16644309744488262,-0.05285002575212039,0.20318336779559498,-0.24645694094056336,-0.3282118190176808,-0.3488431885701515,-0.12182179160150351,-0.3926826566680638,-0.28607977232316745,0.33353115500717995,-0.1154539213307615,0.12598890679044336,-0.10828912999988419,0.04906592871328003,0.005431239881527231,-5.434570463310894e-05,0.004448604027391787,-0.0051563060984048965,-0.00137526692210156,1.55723958034093e-15,-1.1275702593849246e-16,1.8388068845354155e-16,-5.967448757360216e-16
away_venue_conceded_avg,-0.13522137720578337,-0.13876009821939583,0.09285702772015879,-0.25303966348219686,0.25567536459663953,-0.05795824291651564,-0.09228332866365173,-0.21095955474938705,0.28185711316005124,-0.17753866988831637,0.5163602211245638,-0.02261705980652309,-0.04432296840002208,0.354494750489486,-0.23578959699987276,0.22748726279729686,-0.12312308340175722,0.18558695919674367,0.04389449191247375,0.17163049986134812,-0.2408524672384197,-0.030837250568433398,0.12257069865877665,0.0007970221048250843,0.0008785867860618366,0.0010447243830221352,-0.0024608933430439323,0.0007140166289332645,-3.034898721221424e-15,1.2455314557513475e-15,-1.2628786905111156e-15,1.0495077029659683e-15
away_clean_sheets_ratio,0.14326691399018046,0.16566311393726288,-0.017144716510235504,0.25603705279337435,-0.2901351506597447,-0.005855573419732761,0.039614515378723146,-0.08665783703613658,0.24789249831014684,0.10693834410019658,-0.0005515549254013226,0.06900384894776211,-0.34474455670955206,0.5940752216248819,0.11332016119911768,0.22420427243569085,-0.10831519105306349,-0.12044658052333508,0.022129424398749205,-0.21000604424209438,0.2936708449580944,0.1086855462876223,-0.10674470822285079,0.004156682447525345,0.007317300980278323,0.0009608672124733037,-0.0009242670011589017,-0.002084244089082504,1.5346881751532315e-15,-2.467644144577008e-16,7.433290094560618e-16,-8.381966995485435e-16
away_scoring_ratio,0.18168484263582993,0.2052743120924083,0.01260221746797913,-0.13676826529722055,0.21456275686237256,0.010902536771741368,-0.22660998998551052,-0.07258183796700872,-0.10987214799966391,0.03475294895132004,-0.25480348868548347,0.15680858048026342,-0.11775404277272608,0.014531297761967099,-0.15559459053494942,0.2589349078878051,0.2925648130119707,0.5679163606095765,-0.19891843163799675,-0.18634265225911484,0.2137640567982861,-0.24936162617769667,0.06730470888896853,-0.01503191094805054,0.005376243943239874,0.002067650844215457,-0.001924605928807976,-0.0007478605143878794,3.8004267701591266e-15,-1.974982677399595e-15,2.547007743602947e-15,-8.051285332877356e-16
away_avg_corners,0.16250865779424944,0.1794868379308777,0.0009429151893487362,-0.030909844055342105,0.02247228761374137,-0.08543049422566638,0.190282927209727,0.46768406758386405,0.012135775209198537,0.46058873151812346,0.32487173544836556,0.08063215268628457,0.2999877672722506,0.08853555364861408,-0.04867701166459205,0.038311602652959735,0.17289824879542876,0.17695285346376585,0.4330083163720297,-0.05047245752937278,0.008014904372205516,0.00408939348995257,-0.009725201195895393,-0.00865014549235718,0.012385989198280694,-0.003419039638270854,0.0036897179930384357,-2.2033258796337087e-06,2.2433769251983815e-15,-1.358505322124337e-15,2.041769531224702e-15,-5.339695699491109e-16
