home_games_played,home_losses,home_avg_goals_scored,home_possession_efficiency,away_games_played,away_points_per_game,away_avg_shots_on_target,away_venue_games,target_result
-1.7077439887805508,-1.2101488853910425,1.10473060969555,1.719393254198839,-1.708171515623642,1.1002479075358975,-0.8814221924163226,-1.658781661693,HomeWin
-1.7077439887805508,-1.398108460538652,1.10473060969555,0.4568572901144918,-1.708171515623642,0.20806785385971083,2.491132665629451,-1.658781661693,HomeWin
-1.7077439887805508,-1.2101488853910425,0.1977203782200921,-0.7100320100240711,-1.708171515623642,0.20806785385971083,-1.5559331640254774,-1.658781661693,Draw
-1.6109478677422653,-1.398108460538652,0.5000571220452449,-0.48403896218938164,-1.6113191112606113,1.695034609986688,3.3904806277749913,-1.658781661693,HomeWin
-1.6109478677422653,-1.2101488853910425,-1.313963340905671,-1.508271739697313,-1.6113191112606113,-0.08932549736568486,0.9172737318747569,-1.658781661693,AwayWin
-1.6109478677422653,-1.398108460538652,-0.7092898532553658,-1.2469215711783055,-1.6113191112606113,0.5054612050851065,-0.6565852018799379,-1.658781661693,AwayWin
-1.6109478677422653,-1.0221893102434332,0.5000571220452449,2.2465326983226785,-1.6113191112606113,1.1002479075358975,0.4675997508019869,-1.658781661693,AwayWin
-1.6109478677422653,-1.0221893102434332,-0.10461636560506066,-0.8557975258774457,-1.6113191112606113,-2.4684723071688492,-1.3310961734890927,-1.658781661693,HomeWin
-1.6109478677422653,-1.2101488853910425,-1.313963340905671,-1.369178399541915,-1.6113191112606113,-0.6841121998164759,0.4675997508019869,-1.658781661693,AwayWin
-1.5141517467039796,-0.6462701599482142,-2.0698052004685525,-2.5627755196082096,-1.5144667068975808,-0.6841121998164759,-0.8814221924163226,-1.465141818848764,HomeWin
-1.5141517467039796,-1.398108460538652,0.651225493957821,1.3009922364715603,-1.5144667068975808,1.992427961212084,1.8166216940202964,-1.465141818848764,AwayWin
-1.5141517467039796,-1.0221893102434332,-0.7092898532553658,-0.09457760975426684,-1.5144667068975808,-0.23802217297838252,-0.8814221924163226,-1.465141818848764,HomeWin
-1.5141517467039796,-1.2101488853910425,-0.7092898532553658,-0.19279953441532255,-1.5144667068975808,-1.1302022266545693,-0.3755389637094565,-1.2715019760045276,Draw
-1.5141517467039796,-1.2101488853910425,-0.7092898532553658,-0.8210209814860316,-1.5144667068975808,-1.1302022266545693,-0.7127944495140339,-1.465141818848764,Draw
-1.5141517467039796,-1.2101488853910425,1.10473060969555,1.2311833924889721,-1.5144667068975808,0.6541578806978041,-1.3873054211231886,-1.465141818848764,Draw
-1.5141517467039796,-1.2101488853910425,0.651225493957821,-0.04146924351311475,-1.5144667068975808,-0.6841121998164759,-2.0618163927323434,-1.465141818848764,Draw
-1.5141517467039796,-1.2101488853910425,1.10473060969555,1.2103708178854677,-1.5144667068975808,0.20806785385971083,1.1421107224111418,-1.465141818848764,Draw
-1.5141517467039796,-1.398108460538652,2.9187510726464656,2.4078943412255747,-1.5144667068975808,-0.6841121998164759,-1.8931886498300547,-1.465141818848764,HomeWin
-1.417355625665694,-0.8342297350958237,-1.072093945845549,-1.3051924161188406,-1.41761430253455,0.3865038645949483,1.2770129167329727,-1.465141818848764,AwayWin
-1.417355625665694,-1.0221893102434332,-0.7092898532553658,-0.459105456911846,-1.41761430253455,1.1002479075358975,0.4675997508019869,-1.465141818848764,AwayWin
-1.417355625665694,-1.2101488853910425,-1.072093945845549,-1.5535824489903596,-1.41761430253455,2.1708639719473215,1.8166216940202964,-1.465141818848764,AwayWin
-1.417355625665694,-1.0221893102434332,-1.7977021310259151,-2.082207390742567,-1.41761430253455,0.3865038645949483,-1.0163243867381537,-1.465141818848764,AwayWin
-1.417355625665694,-0.8342297350958237,-1.7977021310259151,-2.1918806151724852,-1.41761430253455,-1.3978562427574253,-1.2861287753818156,-1.465141818848764,HomeWin
-1.417355625665694,-1.2101488853910425,-0.3464857606651827,0.23540934895922888,-1.41761430253455,0.3865038645949483,-0.20691122080716784,-1.465141818848764,Draw
-1.417355625665694,-0.8342297350958237,0.01631833192500037,1.134772201310973,-1.41761430253455,0.3865038645949483,2.491132665629451,-1.465141818848764,AwayWin
-1.417355625665694,-0.8342297350958237,-1.072093945845549,-1.0634029575474038,-1.41761430253455,0.7433758860654229,0.6025019451238179,-1.465141818848764,HomeWin
-1.417355625665694,-1.0221893102434332,0.01631833192500037,-0.5443893783725088,-1.41761430253455,0.3865038645949483,-1.1512265810599844,-1.465141818848764,HomeWin
-1.3205595046274086,-1.2101488853910425,-1.0116265970805183,-1.2614476127588765,-1.3207618981715195,0.8028545563105017,1.1421107224111418,-1.2715019760045276,AwayWin
