home_draws,home_points_per_game,home_avg_goals_scored,home_avg_goals_conceded,home_avg_goal_diff,home_goals_scored_first_half_ratio,home_shot_conversion_rate,home_shots_on_target_ratio,home_avg_shots_per_game,home_avg_shots_on_target,home_avg_possession,home_possession_efficiency,home_avg_corners_for,home_corner_efficiency,home_avg_fouls_committed,home_avg_yellows,home_avg_reds,home_cards_first_half_ratio,home_venue_games,home_venue_goals_avg,home_scoring_ratio,home_lead_loss_ratio,away_points_per_game,away_avg_goals_scored,away_avg_goals_conceded,away_avg_goal_diff,away_goals_scored_first_half_ratio,away_goals_conceded_first_half_ratio,away_recent_goals_conceded,away_recent_points_per_game,away_shots_on_target_ratio,away_avg_shots_per_game,away_avg_shots_on_target,away_avg_possession,away_possession_efficiency,away_avg_corners_for,away_avg_fouls_committed,away_avg_yellows,away_cards_first_half_ratio,away_venue_games,away_venue_win_ratio,away_venue_conceded_avg,away_clean_sheets_ratio,away_scoring_ratio,target_result
-1.5289740759518093,0.23494400715401273,1.10473060969555,1.3408147351606934,0.014310579320758627,-1.2533037921690096,1.785655121114495,0.5039972820356171,-0.5374584401590391,-0.18465829598391084,-0.3955538655863019,1.719393254198839,0.24978900246372907,0.8610564417473803,5.651070927000514,3.5562557334553686,11.514545052338498,1.8827863341771542,-1.658442433577887,0.6580587590863052,1.801075288393287,-0.4714453519052036,1.1002479075358975,-0.7255539728334961,-2.010013728016793,0.5810149604822047,3.7291169929958397,-3.031300963992891,-1.4029267439405508,0.8468449462701184,0.5353910076626079,-1.2795065379394988,-0.8814221924163226,-0.2782908223187624,-0.7677959983104463,-1.4964561364326074,0.21189178515239088,0.4954292029432217,0.5072837438729985,-1.658781661693,-1.3403313628844624,-0.8199669390817496,1.6153894405093852,1.7973268549082104,HomeWin
-1.2116174597023839,1.1228374457572348,1.10473060969555,0.21783562770211964,0.610306147813138,-1.801499648586494,-0.02362253259580434,1.8768007690960837,1.7907523311370144,3.2155598553703704,1.9093237067147086,0.4568572901144918,-1.459483823344682,2.7613941540803264,-0.5313750032292427,0.47641041523218164,-0.8637681736459929,-0.8343263893121776,-1.658442433577887,-0.7245311014059399,1.801075288393287,-0.4714453519052036,0.20806785385971083,1.0777001872895033,1.375180181774388,-0.013932270593486739,0.3961333409989694,-0.7346664544273156,1.0051863018103513,0.1375379689940103,1.1436324457837366,1.7418033599593068,2.491132665629451,3.364134842351379,-0.07109151808654506,3.158164622728516,-0.5307248234887751,-3.633848180973105,-3.1162451362655053,-1.658781661693,-1.3403313628844624,-0.8199669390817496,-1.966938920340449,-1.5176428683652747,HomeWin
-1.5289740759518093,0.23494400715401273,0.1977203782200921,-0.905143479756454,0.610306147813138,-2.897891361421461,-0.051457573422116494,1.2806118261441102,0.35800724110867377,1.1754289645578018,2.887150555569683,-0.7100320100240711,4.5229710669847565,-1.1580523776063751,0.9233181568248177,2.529640627380973,-0.8637681736459929,-0.09329564654236008,-1.658442433577887,-0.7245311014059399,1.801075288393287,-0.4714453519052036,0.20806785385971083,0.1760731072280036,0.24678221184399438,-0.013932270593486739,3.7291169929958397,-3.031300963992891,0.20248195322671717,0.1375379689940103,-3.0672698181317735,0.4977345784715633,-1.5559331640254774,0.42217565165626475,0.07231249156503124,-0.22701411120684645,0.21189178515239088,0.4954292029432217,-3.1162451362655053,-1.658781661693,2.8717078342772173,0.7583175460389007,-1.966938920340449,-1.5176428683652747,Draw
-1.2116174597023839,1.7147664048260487,0.5000571220452449,-1.65379621806217,1.2063017163055174,-1.801499648586494,-0.07332796264279144,0.5039972820356171,0.8952866498693015,1.1754289645578018,3.0501216970455123,-0.48403896218938164,1.816622426121439,-0.3860401819711157,-0.5313750032292427,2.529640627380973,7.388440643677001,-0.6322270958295003,-1.658442433577887,-0.7245311014059399,1.801075288393287,-0.4714453519052036,1.695034609986688,2.2798696273715024,-0.8816157580863992,1.9692251663254845,-1.0851927265551957,1.56196805513826,-0.6002223953569168,1.31971626445419,2.3104629597303936,1.682561989412271,3.3904806277749913,1.1693398905629606,2.030965427960427,-1.355407022518634,-1.520880301676997,0.4954292029432217,1.4131659639076242,-1.658781661693,-1.3403313628844624,2.336602031159551,2.8094988941259964,1.7973268549082104,HomeWin
-1.2116174597023839,-0.061020472380394694,-1.313963340905671,-0.905143479756454,-0.3830197996741609,3.680458915588345,-0.7194985532536117,-1.2610357727564117,-1.4926218335112662,-1.771426766615909,-0.4421170488651115,-1.508271739697313,-1.6019232254953832,-0.6354595067148142,-0.7738238632382533,0.47641041523218164,3.2623362350155043,0.7535966309088596,-1.658442433577887,-0.7245311014059399,-0.3913442622873273,-0.4714453519052036,-0.08932549736568486,-0.12446925279249643,-0.8816157580863992,0.3826992167903075,-2.936850310997901,-1.3088250818187093,-0.6002223953569168,-0.09889769009802582,1.0778766146355072,0.26076909628342193,0.9172737318747569,2.7103661333080193,-0.9480621924942526,4.286557534040305,0.21189178515239088,0.4954292029432217,-0.09663773615008588,-1.658781661693,2.8717078342772173,-2.3982514242023996,0.4212799868927737,1.7973268549082104,AwayWin
-0.8942608434529583,0.5309084866884202,-0.7092898532553658,-1.65379621806217,0.4116409583156782,1.4876754899184093,-0.9941864561448518,-1.5397252024604162,0.41770495319318773,-0.6380207161644819,1.46697346556603,-1.2469215711783055,2.386380034724243,-1.321362649759987,1.4082158768428374,-0.8924097262003461,-0.8637681736459929,5.834950295616182,-1.46483163446721,-0.03323617115981735,-2.583763812967941,-0.4714453519052036,0.5054612050851065,0.4766154672485036,-0.8816157580863992,0.7793307041741017,-0.7148612096666541,-0.7346664544273156,-0.6002223953569168,0.37397362808604645,-0.35669643491504877,-0.5686100913750739,-0.6565852018799379,-0.8386640014987841,1.1495807943718617,-1.355407022518634,0.7069695242465012,-1.5692094890149417,1.4131659639076242,-1.658781661693,2.8717078342772173,-2.3982514242023996,2.8094988941259964,-0.4126529606074466,AwayWin
-1.5289740759518093,-0.6529494314492091,0.5000571220452449,1.3408147351606934,-0.3830197996741609,0.9394796335009251,1.6090096697167433,1.001827118002599,-1.015040136835153,-0.41133950607419606,-2.0252652803445916,2.2465326983226785,-0.7472868125911777,1.0529174607809952,-1.258721583256273,-0.8924097262003461,-0.8637681736459929,-3.057418617621631,-1.658442433577887,0.6580587590863052,-0.3913442622873273,-0.4714453519052036,1.1002479075358975,1.0777001872895033,-0.12935044479947033,0.7793307041741017,0.3961333409989694,0.41365080035547247,-0.06508616296782761,0.8468449462701184,1.3717229850791606,-0.3316446091869325,0.4675997508019869,0.0018957672712484523,1.388187684127882,0.3371823444490476,4.172513697905275,2.560067894901385,1.001401318437339,-1.658781661693,2.8717078342772173,-0.8199669390817496,0.4212799868927737,1.7973268549082104,AwayWin
-1.5289740759518093,-0.6529494314492091,-0.10461636560506066,2.8381202117721247,-1.5750109366589196,0.3912837770834418,-0.5107357470562691,-0.1431815047214598,0.6564958015312449,0.4953853342869454,2.351673947863388,-0.8557975258774457,1.5317436218200373,-0.722558318530075,-0.7738238632382533,-0.8924097262003461,-0.8637681736459929,1.3887658389972755,-1.658442433577887,3.4232384800707956,-2.583763812967941,-0.4714453519052036,-2.4684723071688492,-1.9277234129154959,0.6229148684874591,-1.6004582201286637,3.7291169929958397,0.41365080035547247,0.470050069421262,-1.990382962834314,2.208054962495713,-2.2273684666920652,-1.3310961734890927,0.2820823568612593,-2.390191745964706,-1.0733087946906872,-2.5110357798652183,1.1836421002626087,-1.8221276790731833,-1.658781661693,-1.3403313628844624,-0.8199669390817496,-1.966938920340449,-2.6226327761231034,HomeWin
-1.2116174597023839,-0.061020472380394694,-1.313963340905671,-0.1564907414507384,-0.7803501786690804,0.3912837770834418,0.25472787566731814,-2.5161703894974097,-2.3283898026944647,-2.6781516069770506,-0.9543120649320014,-1.369178399541915,-3.3111960513037944,2.1081530654658764,-0.28892614322023225,-1.5768197969166096,-0.8637681736459929,-3.057418617621631,-1.658442433577887,-2.107120961898185,-2.583763812967941,-0.4714453519052036,-0.6841121998164759,-0.7255539728334961,-0.8816157580863992,-0.013932270593486739,-0.7148612096666541,-3.031300963992891,-0.6002223953569168,-0.5717690082820978,1.6145290430388053,-0.45012735028100287,0.4675997508019869,-1.8193170650638222,-0.07109151808654506,-0.22701411120684645,0.21189178515239088,0.4954292029432217,-1.8221276790731833,-1.658781661693,-1.3403313628844624,-0.8199669390817496,0.4212799868927737,-2.6226327761231034,AwayWin
-1.5289740759518093,-2.428736308655653,-2.0698052004685525,1.3408147351606934,-2.071673910402569,3.680458915588345,-1.8502970868225497,1.0433129376665142,-1.9702035301873797,-1.3747346489579093,-0.046329990995239705,-2.5627755196082096,-1.2458247201186305,-1.8548428721284553,-1.986068163283303,0.47641041523218164,-0.8637681736459929,-1.9458725034669042,-1.46483163446721,-1.4158260316520626,-3.131868700638095,-0.4714453519052036,-0.6841121998164759,-1.176367512864246,-0.3174167731212024,-0.608879501669178,-0.7148612096666541,-1.8829837092101038,-0.19887022106509983,-0.5717690082820978,1.227527816559065,-1.546092705401158,-0.8814221924163226,-0.628524059306276,-1.257089953952207,-0.6501614529487668,0.02623763299209936,-2.0853691620044823,-0.09663773615008588,-1.465141818848764,-1.3403313628844624,-0.8199669390817496,-0.1757747399155319,-3.1751277300020173,HomeWin
