iter	Passed	Remaining
0	63	6242
1	76	3754
2	90	2930
3	104	2508
4	129	2451
5	152	2387
6	169	2249
7	187	2152
8	209	2117
9	242	2179
10	258	2091
11	277	2036
12	293	1963
13	313	1925
14	330	1872
15	345	1816
16	360	1757
17	374	1703
18	387	1650
19	402	1611
20	418	1573
21	432	1531
22	447	1496
23	462	1463
24	477	1433
25	493	1405
26	508	1374
27	521	1341
28	535	1309
29	550	1284
30	566	1261
31	579	1232
32	593	1204
33	605	1176
34	618	1148
35	632	1124
36	647	1102
37	661	1080
38	677	1059
39	691	1036
40	704	1014
41	719	993
42	734	974
43	748	952
44	763	933
45	777	912
46	791	892
47	807	874
48	822	856
49	836	836
50	852	818
51	867	800
52	883	783
53	897	764
54	912	746
55	928	729
56	942	711
57	957	693
58	971	675
59	984	656
60	997	637
61	1011	620
62	1029	604
63	1043	587
64	1057	569
65	1071	552
66	1088	535
67	1103	519
68	1118	502
69	1133	485
70	1146	468
71	1161	451
72	1174	434
73	1187	417
74	1200	400
75	1215	383
76	1229	367
77	1242	350
78	1256	334
79	1271	317
80	1285	301
81	1298	285
82	1315	269
83	1329	253
84	1342	236
85	1355	220
86	1369	204
87	1384	188
88	1396	172
89	1410	156
90	1424	140
91	1438	125
92	1451	109
93	1464	93
94	1478	77
95	1491	62
96	1505	46
97	1519	31
98	1533	15
99	1548	0
